ID,V_UID,Vendor,Tracer_Family,Tracer_Model,Tracer_Cat_No,Voltage,Zone,Gas_Group,T_Rating,A_Coeff,B_Coeff,C_Coeff,Maint_T,Max_Op_T,Min_Installation_T,Max_Exp_T_On,Max_Exp_T_Off,Power_at_Startup_T,Ohm_per_km,Res_corrFactor_Mica
340,Krus-Zapad^CK-FS.250^CK-FS.250/29,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/29,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.126086957,30.26086957,150,150,-50,250,250,29,0,0
341,Krus-Zapad^CK-FS.250^CK-FS.250/30,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/30,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.130434783,31.30434783,150,150,-50,250,250,30,0,0
342,Krus-Zapad^CK-FS.250^CK-FS.250/38,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/38,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.165217391,39.65217391,150,150,-50,250,250,38,0,0
343,Krus-Zapad^CK-FS.250^CK-FS.250/45,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/45,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.195652174,46.95652174,150,150,-50,250,250,45,0,0
344,Krus-Zapad^CK-FS.250^CK-FS.250/48,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/48,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.208695652,50.08695652,150,150,-50,250,250,48,0,0
345,Krus-Zapad^CK-FS.250^CK-FS.250/60,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/60,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.260869565,62.60869565,150,150,-50,250,250,60,0,0
346,Krus-Zapad^CK-FS.250^CK-FS.250/64,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/64,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.27826087,66.7826087,150,150,-50,250,250,64,0,0
347,Krus-Zapad^CK-FS.250^CK-FS.250/75,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/75,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.326086957,78.26086957,150,150,-50,250,250,75,0,0
348,Krus-Zapad^CK-FS.250^CK-FS.250/80,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/80,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.347826087,83.47826087,150,150,-50,250,250,80,0,0
349,Krus-Zapad^CK-FS.250^CK-FS.250/90,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/90,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.391304348,93.91304348,150,150,-50,250,250,90,0,0
350,Krus-Zapad^CK-FS.250^CK-FS.250/95,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/95,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.413043478,99.13043478,150,150,-50,250,250,95,0,0
351,Krus-Zapad^CK-FS.250^CK-FS.250/100,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/100,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.434782609,104.3478261,150,150,-50,250,250,100,0,0
352,Krus-Zapad^CK-FS.250^CK-FS.250/125,Krus-Zapad,Self Regulating,CK-FS.250,CK-FS.250/125,230,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,-0.543478261,130.4347826,150,150,-50,250,250,125,0,0
497,Krus-Zapad^MS^CK-MI-1M.S/1600,Krus-Zapad,MI,MS,CK-MI-1M.S/1600,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,1597.12,450,450,-50,700,700,0,1600,1.2
498,Krus-Zapad^MS^CK-MI-1M.S/1000,Krus-Zapad,MI,MS,CK-MI-1M.S/1000,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,998.2,450,450,-50,700,700,0,1000,1.2
499,Krus-Zapad^MS^CK-MI-1M.S/630,Krus-Zapad,MI,MS,CK-MI-1M.S/630,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,628.866,450,450,-50,700,700,0,630,1.2
500,Krus-Zapad^MS^CK-MI-1M.S/400,Krus-Zapad,MI,MS,CK-MI-1M.S/400,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,399.28,450,450,-50,700,700,0,400,1.2
501,Krus-Zapad^MS^CK-MI-1M.S/250,Krus-Zapad,MI,MS,CK-MI-1M.S/250,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00004,249.8,450,450,-50,700,700,0,250,1.2
502,Krus-Zapad^MS^CK-MI-1M.S/160,Krus-Zapad,MI,MS,CK-MI-1M.S/160,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00004,159.872,450,450,-50,700,700,0,160,1.2
503,Krus-Zapad^MS^CK-MI-1M.S/98,Krus-Zapad,MI,MS,CK-MI-1M.S/98,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,97.02,450,450,-50,700,700,0,98,1.2
504,Krus-Zapad^MS^CK-MI-1M.S/63,Krus-Zapad,MI,MS,CK-MI-1M.S/63,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,62.37,450,450,-50,700,700,0,63,1.2
505,Krus-Zapad^MS^CK-MI-1M.S/40,Krus-Zapad,MI,MS,CK-MI-1M.S/40,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,39.6,450,450,-50,700,700,0,40,1.2
506,Krus-Zapad^MS^CK-MI-1M.S/25,Krus-Zapad,MI,MS,CK-MI-1M.S/25,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,24.75,450,450,-50,700,700,0,25,1.2
507,Krus-Zapad^MS^CK-MI-1M.S/17,Krus-Zapad,MI,MS,CK-MI-1M.S/17,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,16.83,450,450,-50,700,700,0,17,1.2
508,Krus-Zapad^MS^CK-MI-1M.S/11,Krus-Zapad,MI,MS,CK-MI-1M.S/11,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0005,10.89,450,450,-50,700,700,0,11,1.2
509,Krus-Zapad^MS^CK-MI-1M.S/7,Krus-Zapad,MI,MS,CK-MI-1M.S/7,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0013,6.818,450,450,-50,700,700,0,7,1.2
510,Krus-Zapad^MS^CK-MI-1M.S/4,Krus-Zapad,MI,MS,CK-MI-1M.S/4,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.0013,3.896,450,450,-50,700,700,0,4,1.2
511,Krus-Zapad^MI^CK-MI-1M.I/10000,Krus-Zapad,MI,MI,CK-MI-1M.I/10000,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,9982,600,600,-50,850,850,0,10000,1.2
512,Krus-Zapad^MI^CK-MI-1M.I/6300,Krus-Zapad,MI,MI,CK-MI-1M.I/6300,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,6288.66,600,600,-50,850,850,0,6300,1.2
513,Krus-Zapad^MI^CK-MI-1M.I/4000,Krus-Zapad,MI,MI,CK-MI-1M.I/4000,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,3992.8,600,600,-50,850,850,0,4000,1.2
514,Krus-Zapad^MI^CK-MI-1M.I/2500,Krus-Zapad,MI,MI,CK-MI-1M.I/2500,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,2495.5,600,600,-50,850,850,0,2500,1.2
515,Krus-Zapad^MI^CK-MI-1M.I/1600,Krus-Zapad,MI,MI,CK-MI-1M.I/1600,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,1597.12,600,600,-50,850,850,0,1600,1.2
516,Krus-Zapad^MI^CK-MI-1M.I/1000,Krus-Zapad,MI,MI,CK-MI-1M.I/1000,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,998.2,600,600,-50,850,850,0,1000,1.2
517,Krus-Zapad^MI^CK-MI-1M.I/630,Krus-Zapad,MI,MI,CK-MI-1M.I/630,300,"Zone1, Zone2",1Ex e IIC,1Ex II T6 ... T2 Gb X,0,0.00009,628.866,600,600,-50,850,850,0,630,1.2
